Unique_ID,First_Name,Last_Name,Age_at_First_Offense,Current_Age,Gender,Education_Level,Employment_Status,Marital_Status,Substance_Abuse_History,Mental_Health_Issues,Family_Criminal_History,Prior_Convictions,Type_of_Crimes_Committed,Length_of_Prison_Stay,In_Prison_Behavior,Discharge_Status,Neighborhood_Crime_Rates,Access_to_Support_Services,Social_Support,Recidivism_of_Peers,Number_of_Reoffenses,Socioeconomic_Status,Dependents,Gang_Affiliation,Committed_Juvenile_Crime,Address
621,Harinakshi,Raghavan,16,31,Male,Primary,Employed,Married,Yes,No,No,4,Drug Trafficking,9,Average,Parole,8.61,Yes,Strong,Moderate,2,Middle,1,No,No,"05/237, Kanda Circle, Berhampur-801499"
622,Watika,Vaidya,14,60,Other,Secondary,Self-Employed,Divorced,Yes,Yes,No,4,Assault,4,Good,Escaped,3.75,Yes,Strong,Low,2,High,4,Yes,No,"59/92, Chakrabarti, Bathinda-190388"
623,Saumya,Kari,15,50,Female,Postgraduate,Unemployed,Single,Yes,No,Yes,1,Theft,8,Poor,Parole,1.39,Yes,Weak,Moderate,4,High,5,No,No,"39/817, Sankaran Circle, Agra-916523"
624,Varenya,Devi,15,62,Female,Higher Secondary,Unemployed,Single,No,No,Yes,1,Assault,12,Poor,Parole,7.7,No,Moderate,Moderate,1,High,2,Yes,Yes,"215, Anne Chowk, Kamarhati-340090"
625,Udant,Mammen,27,62,Male,No Formal Education,Self-Employed,Single,Yes,No,No,3,Murder,10,Average,Parole,7.35,Yes,Moderate,High,3,Middle,5,Yes,Yes,"H.No. 117, Dass Chowk, Nashik 745910"
626,Ayush,Gokhale,10,50,Other,Secondary,Self-Employed,Single,No,No,Yes,8,Theft,5,Good,Completed Sentence,6.5,Yes,Moderate,High,4,Low,2,Yes,Yes,"45/77, Vasa Road, Agra-871625"
627,Reyansh,Kalla,12,37,Male,Secondary,Self-Employed,Divorced,Yes,Yes,No,7,Murder,5,Poor,Escaped,2.89,Yes,Weak,Low,2,Low,4,Yes,No,"H.No. 125, Bir Street, Baranagar 343774"
628,Xavier,Kant,16,21,Other,Secondary,Self-Employed,Married,Yes,Yes,No,2,Murder,14,Poor,Completed Sentence,2.12,Yes,Weak,High,1,Low,2,Yes,No,"H.No. 927, Mann Nagar, Narasaraopet 591927"
629,Warinder,Subramaniam,17,24,Male,Higher Secondary,Unemployed,Single,No,Yes,Yes,4,Assault,14,Good,Completed Sentence,4.3,Yes,Strong,High,0,Middle,3,No,No,"628, Bhatia Road, New Delhi-373337"
630,Ridhi,Agrawal,17,45,Female,No Formal Education,Employed,Widowed,Yes,Yes,Yes,6,Cybercrime,14,Good,Completed Sentence,9.52,Yes,Moderate,Moderate,5,Low,4,No,Yes,"H.No. 73, Dhillon Chowk, Tenali 311035"
631,Suhani,Sekhon,22,23,Female,Postgraduate,Employed,Divorced,Yes,No,Yes,2,Murder,17,Poor,Escaped,6.23,Yes,Moderate,Moderate,2,Low,5,Yes,No,"H.No. 43, Chandra Ganj, Patna-676862"
632,Harrison,Andra,17,33,Other,Postgraduate,Self-Employed,Widowed,Yes,No,Yes,3,Fraud,10,Good,Completed Sentence,2.53,No,Weak,Low,2,Low,3,Yes,No,"62, Vyas Marg, Kalyan-Dombivli-542989"
633,Yoshita,Palla,10,33,Male,Higher Secondary,Self-Employed,Married,No,No,Yes,9,Drug Trafficking,19,Average,Escaped,8.91,Yes,Strong,Moderate,1,High,2,Yes,Yes,"12, Bora Chowk, Junagadh-230200"
634,Theodore,Shere,26,69,Female,Graduate,Self-Employed,Divorced,No,No,No,7,Assault,14,Average,Escaped,2.47,Yes,Weak,High,4,High,1,Yes,No,"15, Kata Road, Kota-958593"
635,Ansh,Pingle,11,50,Other,Primary,Employed,Widowed,No,No,No,0,Assault,10,Average,Escaped,3.63,No,Moderate,Low,4,Middle,2,Yes,No,"30/796, Palla Zila, Ghaziabad 621086"
636,Zashil,Sarkar,14,64,Other,Graduate,Employed,Married,No,No,Yes,4,Fraud,16,Good,Completed Sentence,3.5,No,Weak,High,0,High,5,Yes,No,"H.No. 685, Bose Road, Belgaum-232071"
637,Lila,Grover,18,59,Male,Postgraduate,Employed,Widowed,Yes,No,No,4,Murder,17,Average,Completed Sentence,6.48,No,Strong,Low,3,Low,2,Yes,No,"01, Choudhry Chowk, Vasai-Virar 301088"
638,Ishanvi,Yohannan,29,48,Female,Postgraduate,Self-Employed,Divorced,Yes,Yes,Yes,10,Murder,2,Average,Parole,3.09,Yes,Weak,High,1,Low,4,Yes,No,"782, Gandhi Chowk, Ambarnath 640551"
639,Kala,Gour,21,44,Male,Secondary,Unemployed,Married,No,Yes,Yes,9,Theft,19,Average,Parole,5.76,Yes,Moderate,Moderate,3,High,1,Yes,No,"H.No. 326, Singhal Circle, Gandhidham 053433"
640,Ishaan,Dey,29,58,Male,Graduate,Employed,Divorced,No,Yes,No,7,Fraud,15,Average,Parole,8.53,Yes,Strong,Low,5,High,1,Yes,No,"65/15, Tripathi Circle, Kumbakonam-714157"
641,Gagan,Sami,10,24,Male,Secondary,Unemployed,Divorced,No,Yes,Yes,4,Theft,4,Average,Completed Sentence,1.88,No,Moderate,Low,2,Middle,4,No,Yes,"74/111, Mandal Circle, Hapur 282308"
642,Krisha,Malhotra,14,19,Other,Higher Secondary,Employed,Widowed,No,No,No,7,Theft,15,Poor,Parole,9.2,Yes,Strong,Low,3,Middle,4,Yes,Yes,"904, Devi Path, Mira-Bhayandar-200945"
643,Mohammed,Sarma,23,53,Male,Secondary,Self-Employed,Widowed,No,No,No,1,Assault,19,Poor,Parole,4.4,Yes,Strong,High,4,Low,1,No,Yes,"H.No. 545, Vig Ganj, Nangloi Jat-702355"
644,Raksha,Bhattacharyya,24,33,Female,No Formal Education,Unemployed,Married,Yes,Yes,No,10,Assault,4,Good,Escaped,3.85,Yes,Strong,Moderate,2,Low,3,Yes,No,"99/780, Hayer Circle, Jamalpur-506475"
645,Hitesh,Pathak,27,51,Female,Graduate,Unemployed,Widowed,Yes,Yes,No,9,Theft,12,Poor,Completed Sentence,1.08,Yes,Weak,Moderate,2,High,3,No,No,"02/938, Mann Circle, Raipur 088744"
646,Dayita,Narula,14,22,Female,Graduate,Unemployed,Widowed,No,No,Yes,6,Murder,4,Poor,Completed Sentence,8.79,Yes,Strong,High,3,Middle,2,Yes,No,"17/51, Oza Street, Durg 476262"
647,Libni,Chaudhary,21,25,Male,Secondary,Unemployed,Single,No,No,No,1,Fraud,19,Good,Completed Sentence,9.91,No,Strong,Low,3,Middle,4,No,Yes,"93/32, Deo Marg, Raipur 837963"
648,Bimala,Rattan,26,27,Female,Graduate,Self-Employed,Single,No,No,Yes,7,Fraud,13,Average,Completed Sentence,7.91,No,Moderate,Moderate,5,Low,3,No,No,"65/97, Gole Path, Ghaziabad 739629"
649,Gautam,Contractor,22,27,Female,Secondary,Unemployed,Married,Yes,Yes,No,6,Cybercrime,15,Good,Completed Sentence,7.72,Yes,Strong,Moderate,1,Middle,3,Yes,No,"66/855, Srivastava Nagar, Lucknow 896988"
650,Indali,Dora,20,55,Female,Postgraduate,Employed,Single,No,Yes,Yes,0,Drug Trafficking,16,Good,Parole,3.35,Yes,Moderate,Low,2,High,4,Yes,Yes,"H.No. 901, Kala, Nizamabad-780686"
651,Yashica,Hans,17,21,Other,Graduate,Unemployed,Widowed,Yes,No,No,7,Murder,18,Good,Escaped,7.25,No,Weak,High,2,Middle,3,Yes,Yes,"12, Dugal Ganj, Kolhapur-387146"
652,Vedika,Kant,23,66,Other,Secondary,Unemployed,Divorced,Yes,Yes,Yes,3,Fraud,11,Average,Completed Sentence,5.25,Yes,Moderate,Low,2,Middle,0,Yes,No,"44, Kumer Zila, Asansol-738190"
653,Jasmit,Khanna,15,69,Male,Graduate,Employed,Widowed,Yes,Yes,Yes,1,Theft,6,Average,Completed Sentence,3.09,Yes,Weak,High,4,High,1,Yes,No,"49/660, Hari Marg, Bongaigaon 391534"
654,Advika,Tandon,17,30,Male,Secondary,Self-Employed,Married,Yes,No,No,0,Assault,19,Poor,Completed Sentence,5.01,Yes,Moderate,Low,5,High,2,No,Yes,"191, Pau Street, Mathura 628805"
655,Jagrati,Ray,19,63,Female,Secondary,Employed,Married,Yes,Yes,Yes,4,Fraud,15,Poor,Parole,7.26,Yes,Strong,High,2,High,3,No,No,"697, Rout Street, Kavali 820581"
656,Sai,Bahri,25,26,Male,Higher Secondary,Unemployed,Single,No,No,Yes,2,Assault,18,Good,Completed Sentence,3.85,Yes,Moderate,Moderate,5,High,0,No,Yes,"41/54, Gade Chowk, Serampore-547014"
657,Dayita,Dhillon,14,51,Male,Postgraduate,Self-Employed,Widowed,No,No,Yes,1,Theft,3,Good,Escaped,5.02,Yes,Weak,Low,1,Middle,5,No,Yes,"712, Agarwal Chowk, Ambattur 074656"
658,Zansi,Bhatia,29,57,Female,No Formal Education,Self-Employed,Single,Yes,No,Yes,1,Drug Trafficking,7,Poor,Completed Sentence,3.09,No,Moderate,Moderate,3,Middle,2,No,No,"18, Basu Street, Erode-797935"
659,Anvi,Salvi,12,68,Male,Graduate,Self-Employed,Divorced,Yes,No,Yes,6,Cybercrime,7,Good,Escaped,8.31,No,Moderate,Moderate,1,High,2,No,No,"23/883, Patel Zila, Chandrapur 634280"
660,Rudra,Ben,20,43,Female,Postgraduate,Self-Employed,Divorced,Yes,Yes,No,2,Fraud,1,Poor,Parole,2.28,Yes,Moderate,High,2,Low,2,No,No,"H.No. 10, Palla Marg, Bongaigaon-520148"
661,Yutika,Mand,12,38,Male,Primary,Employed,Widowed,No,No,Yes,10,Theft,17,Average,Completed Sentence,7.64,No,Weak,Moderate,5,Low,5,Yes,Yes,"01/285, Shukla Street, Ambarnath 946070"
662,Tara,Purohit,19,40,Other,Secondary,Employed,Widowed,Yes,Yes,Yes,5,Assault,17,Poor,Parole,8.14,Yes,Moderate,Low,2,High,1,No,No,"563, Ram Road, Pali-862629"
663,Vrishti,Borra,22,23,Male,No Formal Education,Unemployed,Widowed,No,No,No,2,Assault,17,Good,Escaped,2.18,Yes,Moderate,Low,2,Middle,0,No,Yes,"71, Borah Path, Anantapuram-002809"
664,Umang,Shankar,26,34,Other,Graduate,Self-Employed,Divorced,No,No,No,9,Theft,4,Good,Parole,7.65,Yes,Strong,Moderate,4,Low,0,Yes,Yes,"H.No. 60, Mani Chowk, Tumkur 917341"
665,Isaac,Patil,16,36,Other,No Formal Education,Self-Employed,Married,Yes,Yes,No,2,Theft,20,Good,Completed Sentence,9.94,No,Weak,Low,4,Low,5,No,No,"75/638, Sanghvi Road, Eluru-176748"
666,Amara,Ghosh,12,42,Male,Primary,Unemployed,Divorced,Yes,Yes,Yes,4,Fraud,20,Good,Completed Sentence,1.84,Yes,Strong,High,5,Low,0,No,Yes,"26/02, Sachdev Zila, Kanpur-737447"
667,Zinal,Saraf,24,39,Other,Graduate,Self-Employed,Married,Yes,No,Yes,4,Drug Trafficking,4,Poor,Parole,9.8,No,Moderate,Moderate,5,Low,5,No,No,"H.No. 626, Yadav Street, Faridabad 423692"
668,Krishna,Radhakrishnan,22,23,Male,Secondary,Unemployed,Single,Yes,Yes,No,9,Fraud,19,Good,Completed Sentence,5.3,Yes,Moderate,Moderate,1,Middle,3,No,Yes,"68/23, Bajwa Chowk, Amravati-056513"
669,Leena,Bawa,20,23,Female,No Formal Education,Unemployed,Single,No,No,No,6,Fraud,11,Average,Escaped,1.57,No,Weak,High,5,High,5,No,Yes,"83/724, Chandra Circle, Hajipur 265554"
670,Maya,Nori,12,47,Other,Postgraduate,Employed,Widowed,Yes,Yes,No,2,Drug Trafficking,17,Good,Escaped,3.45,Yes,Strong,High,4,Low,1,No,No,"721, Banik Road, Gwalior-133814"
671,Dipta,Thakur,19,45,Male,Higher Secondary,Employed,Widowed,No,Yes,Yes,5,Cybercrime,2,Poor,Parole,2.85,Yes,Moderate,Low,0,Middle,2,Yes,No,"665, Halder Street, Salem 994231"
672,Isaac,Dass,19,46,Other,Graduate,Employed,Divorced,Yes,Yes,Yes,3,Theft,5,Average,Escaped,3.67,No,Weak,Low,1,High,5,No,No,"H.No. 88, Vasa Zila, Raurkela Industrial Township 964846"
673,Hardik,Ratti,11,26,Male,Higher Secondary,Self-Employed,Single,Yes,No,Yes,1,Cybercrime,16,Good,Completed Sentence,2.69,Yes,Moderate,Low,1,High,3,Yes,Yes,"091, Shenoy Zila, Bhiwandi-469008"
674,Sai,Palan,10,51,Male,Secondary,Employed,Married,Yes,Yes,No,2,Cybercrime,11,Good,Completed Sentence,8.89,No,Strong,Moderate,1,Low,3,No,No,"58, Mukhopadhyay, Chandigarh 977739"
675,Jagvi,Prasad,21,41,Other,Secondary,Employed,Divorced,No,No,No,9,Drug Trafficking,3,Poor,Escaped,9.08,Yes,Weak,Low,0,Middle,2,No,No,"H.No. 886, Doctor Street, Gwalior-487435"
676,Oeshi,Dewan,19,20,Male,Higher Secondary,Employed,Widowed,Yes,No,No,9,Drug Trafficking,5,Good,Completed Sentence,6.07,Yes,Weak,Low,1,Low,1,No,Yes,"H.No. 03, Om Path, Burhanpur-766116"
677,Yashodhara,Sani,19,51,Female,Secondary,Self-Employed,Single,No,No,No,8,Drug Trafficking,9,Poor,Parole,7.47,No,Weak,Low,2,Low,3,No,Yes,"504, Saha Circle, Kishanganj 942767"
678,Rehaan,Sarkar,11,48,Female,No Formal Education,Unemployed,Widowed,No,No,No,4,Theft,13,Good,Completed Sentence,3.39,No,Moderate,High,5,Middle,3,No,Yes,"H.No. 571, Garde Chowk, Nellore-339455"
679,Ishita,Natarajan,25,46,Other,Graduate,Self-Employed,Single,Yes,Yes,No,1,Theft,10,Good,Completed Sentence,3.53,Yes,Strong,Low,3,Middle,5,No,Yes,"H.No. 898, De Road, Hindupur-067702"
680,Krisha,Sharaf,24,49,Male,Postgraduate,Unemployed,Single,Yes,No,Yes,0,Drug Trafficking,11,Poor,Parole,1.06,Yes,Strong,High,4,Low,3,No,Yes,"635, Cheema Street, Hapur-197120"
681,William,Manne,29,53,Other,Secondary,Unemployed,Divorced,No,Yes,No,5,Assault,11,Average,Escaped,8.1,No,Moderate,Moderate,3,High,5,Yes,Yes,"H.No. 40, Oza Path, Bhilwara-134903"
682,Gauri,Om,22,42,Other,Secondary,Self-Employed,Widowed,No,Yes,No,6,Fraud,17,Good,Escaped,4.71,No,Weak,Low,5,High,3,No,No,"54/560, Palan Chowk, Ongole 526896"
683,Zinal,Arora,17,38,Other,Secondary,Unemployed,Widowed,No,Yes,No,4,Assault,17,Poor,Completed Sentence,2.68,Yes,Strong,High,3,Low,4,No,No,"517, Vala Zila, Gaya-589734"
684,Geetika,Rai,14,62,Other,Higher Secondary,Employed,Widowed,Yes,No,Yes,5,Fraud,16,Average,Completed Sentence,6.31,No,Weak,Low,3,High,2,Yes,No,"H.No. 563, Magar Chowk, Mira-Bhayandar 291804"
685,Kamala,Bhavsar,20,68,Male,Primary,Self-Employed,Widowed,Yes,No,Yes,2,Theft,2,Average,Parole,1.89,No,Weak,High,1,Low,1,No,No,"06/439, Goel Path, Durgapur 406133"
686,Megha,Mannan,16,32,Female,Primary,Self-Employed,Divorced,Yes,No,Yes,5,Theft,5,Good,Parole,2.58,No,Strong,High,0,High,3,Yes,Yes,"28/65, Gade Zila, Barasat 321334"
687,Darika,Ranganathan,23,30,Female,Higher Secondary,Unemployed,Divorced,Yes,No,No,2,Drug Trafficking,18,Good,Completed Sentence,7.52,No,Moderate,Low,3,High,4,Yes,Yes,"H.No. 736, Bala Circle, Durgapur-287284"
688,Rachit,Mahajan,12,68,Female,No Formal Education,Self-Employed,Married,Yes,No,Yes,8,Assault,8,Poor,Completed Sentence,3.11,No,Strong,High,3,Low,0,No,Yes,"76/94, Subramanian Street, Morbi-527277"
689,Balvan,Sandhu,24,31,Other,Higher Secondary,Self-Employed,Divorced,Yes,Yes,No,7,Assault,7,Average,Escaped,4.97,Yes,Moderate,High,0,High,4,No,No,"H.No. 73, Kumar Marg, Jamalpur-578933"
690,Wahab,Banik,20,24,Female,Higher Secondary,Self-Employed,Married,No,No,Yes,9,Assault,14,Average,Parole,5.68,No,Weak,Low,5,High,5,No,No,"46/078, Mody Chowk, Shivpuri 236784"
691,Naveen,Keer,17,22,Female,Graduate,Employed,Widowed,No,No,Yes,1,Murder,5,Average,Parole,8.43,Yes,Weak,High,5,High,5,Yes,No,"97/308, Chaudhuri Zila, Dhule 906558"
692,Gaurang,Chaudhuri,16,35,Other,Higher Secondary,Unemployed,Divorced,Yes,Yes,Yes,9,Fraud,18,Good,Completed Sentence,8.49,Yes,Strong,High,5,High,4,Yes,No,"427, Doctor Ganj, Madurai 029461"
693,Aarna,Rau,27,54,Female,Higher Secondary,Employed,Widowed,No,No,No,3,Assault,12,Poor,Parole,3.57,No,Moderate,High,0,Middle,2,Yes,No,"01, Nadig Ganj, Bijapur 505552"
694,Abhiram,Mukherjee,17,39,Other,Higher Secondary,Self-Employed,Single,No,No,Yes,3,Theft,12,Average,Escaped,4.61,No,Weak,High,4,Low,1,No,No,"H.No. 59, Saraf Marg, Durg-514021"
695,Diya,Khatri,14,19,Female,Primary,Self-Employed,Widowed,Yes,Yes,Yes,0,Assault,3,Good,Parole,3.99,No,Weak,High,0,Middle,1,No,Yes,"41/163, Vala Ganj, Surendranagar Dudhrej-030499"
696,Eiravati,Deol,27,60,Male,Higher Secondary,Unemployed,Widowed,Yes,No,Yes,3,Murder,2,Average,Escaped,4.6,No,Weak,Low,0,High,2,Yes,No,"48/476, Kota Chowk, Berhampore 767993"
697,Urvashi,Buch,25,41,Other,Secondary,Self-Employed,Widowed,No,No,No,0,Murder,7,Average,Escaped,8.91,Yes,Moderate,Low,5,Low,5,Yes,Yes,"H.No. 889, Shanker Marg, Uluberia 878749"
698,Januja,Char,19,35,Female,No Formal Education,Self-Employed,Married,Yes,Yes,Yes,3,Assault,11,Average,Completed Sentence,1.5,No,Strong,Moderate,0,High,0,Yes,Yes,"98/26, Bajaj Circle, Mangalore 510345"
699,Vedhika,Rout,20,29,Other,Higher Secondary,Unemployed,Single,No,No,No,10,Assault,13,Average,Completed Sentence,8.85,No,Moderate,Low,4,Middle,4,No,No,"164, Jain Marg, Bongaigaon-546655"
700,Shivansh,Palla,19,50,Other,Postgraduate,Employed,Married,Yes,Yes,Yes,8,Murder,14,Good,Completed Sentence,6.45,No,Weak,Moderate,4,Middle,5,No,No,"331, Butala Marg, Sultan Pur Majra 602530"
701,Upasna,Balakrishnan,19,41,Female,Primary,Employed,Single,Yes,No,No,2,Murder,10,Good,Escaped,9.52,No,Strong,Low,5,Middle,3,Yes,Yes,"12/38, Gara Ganj, Guntakal-239004"
702,Zaid,Verma,28,38,Female,Postgraduate,Employed,Married,No,No,No,1,Theft,16,Good,Escaped,4.37,No,Weak,Moderate,2,Low,3,No,Yes,"43, Saraf, Kolkata 330144"
703,Harshil,Kamdar,23,29,Other,Higher Secondary,Self-Employed,Divorced,No,Yes,Yes,4,Fraud,2,Good,Completed Sentence,7.33,No,Strong,High,3,Low,3,No,Yes,"H.No. 406, Boase Chowk, Mathura 884164"
704,Brinda,Reddy,26,37,Male,Higher Secondary,Unemployed,Single,Yes,No,No,4,Cybercrime,6,Good,Escaped,4.08,Yes,Moderate,Moderate,1,Low,5,Yes,No,"H.No. 76, Kakar Zila, Mysore 779971"
705,Ayush,Chandra,23,65,Male,No Formal Education,Employed,Widowed,Yes,Yes,No,1,Fraud,17,Average,Parole,8.83,No,Moderate,Low,1,Middle,3,No,Yes,"H.No. 964, Sheth, Thanjavur-807751"
706,Lohit,More,11,45,Female,Primary,Employed,Single,Yes,Yes,No,8,Drug Trafficking,6,Average,Parole,7.18,No,Moderate,Low,0,Middle,0,Yes,Yes,"H.No. 313, Warrior Ganj, Udupi 077910"
707,Divya,Narayan,25,65,Other,Postgraduate,Employed,Widowed,Yes,No,Yes,4,Theft,16,Poor,Escaped,5.41,No,Strong,Low,4,High,3,No,No,"581, Sarraf Marg, Hospet-636456"
708,Reyansh,Vig,22,36,Male,Postgraduate,Self-Employed,Widowed,Yes,Yes,No,5,Theft,6,Average,Completed Sentence,6.18,Yes,Moderate,Moderate,2,Low,3,Yes,Yes,"80/006, Keer Path, Jalgaon-003473"
709,Oeshi,Sankaran,24,58,Other,Postgraduate,Employed,Single,No,Yes,No,4,Cybercrime,13,Good,Parole,2.62,Yes,Weak,Moderate,3,Low,5,No,Yes,"30/46, Choudhury Marg, Udaipur-178789"
710,Urvashi,Pillay,30,48,Female,Higher Secondary,Employed,Widowed,Yes,No,No,8,Fraud,4,Average,Parole,6.79,No,Weak,High,1,Low,5,No,No,"03/89, Mahajan Road, Jehanabad 958754"
711,Devansh,Bhalla,26,52,Male,Postgraduate,Unemployed,Divorced,Yes,No,Yes,5,Fraud,1,Average,Parole,1.53,No,Weak,High,1,Low,3,Yes,No,"745, Thakkar, Agartala 552361"
712,Balveer,Nagy,28,52,Male,No Formal Education,Employed,Married,Yes,No,Yes,4,Fraud,15,Good,Parole,9.97,Yes,Moderate,Low,1,Low,2,No,No,"H.No. 89, Mangal Circle, Loni-304724"
713,Gunbir,Parsa,24,39,Female,No Formal Education,Unemployed,Widowed,Yes,No,Yes,9,Murder,4,Average,Completed Sentence,6.97,No,Strong,High,2,Middle,5,No,No,"H.No. 76, Chokshi Ganj, Nizamabad 296760"
714,Simon,Edwin,14,67,Female,Higher Secondary,Unemployed,Married,Yes,No,No,1,Theft,16,Average,Completed Sentence,8.23,No,Moderate,High,0,Low,1,No,No,"89, Ganguly Zila, Warangal 285096"
715,Ekiya,Mishra,10,38,Other,Postgraduate,Employed,Single,No,Yes,Yes,1,Cybercrime,2,Average,Completed Sentence,1.19,No,Strong,High,4,Middle,2,Yes,No,"79/19, Chandran Road, Berhampur-146624"
716,Devansh,Varughese,11,60,Female,Graduate,Employed,Married,No,Yes,Yes,3,Cybercrime,2,Average,Completed Sentence,9.09,Yes,Moderate,Moderate,4,Middle,4,Yes,No,"477, Dewan Marg, Bathinda 947183"
717,Dakshesh,Mukherjee,13,56,Other,Higher Secondary,Unemployed,Widowed,No,Yes,No,4,Murder,20,Poor,Completed Sentence,7.0,Yes,Moderate,Moderate,1,Middle,5,Yes,No,"06/66, Narula, Naihati 562465"
718,Vasudha,Mand,13,18,Other,Secondary,Unemployed,Divorced,Yes,No,No,0,Murder,8,Average,Completed Sentence,4.7,No,Weak,Low,4,High,5,Yes,Yes,"72/215, Venkatesh Street, Ambala 985444"
719,Barkha,Chauhan,18,27,Male,Postgraduate,Unemployed,Divorced,No,Yes,Yes,7,Assault,1,Good,Completed Sentence,9.63,No,Strong,Low,5,Low,3,No,No,"35/299, Singh Marg, Kishanganj 291199"
720,Nikita,Bhagat,25,63,Female,Postgraduate,Self-Employed,Single,Yes,No,No,5,Fraud,4,Poor,Completed Sentence,3.89,Yes,Moderate,Low,0,Low,3,No,No,"85/974, Sharma Ganj, Ghaziabad-777627"
721,Nikita,Chacko,12,26,Other,Higher Secondary,Self-Employed,Divorced,Yes,Yes,Yes,4,Drug Trafficking,3,Poor,Parole,2.85,No,Moderate,Moderate,3,Middle,3,No,No,"852, Sangha Circle, Alappuzha 745397"
722,Januja,Lanka,10,69,Other,Primary,Employed,Widowed,Yes,No,Yes,4,Murder,20,Good,Escaped,4.07,Yes,Weak,Low,5,High,1,Yes,No,"H.No. 426, Bhakta Marg, Bilaspur 635622"
723,Jasmit,Sunder,27,32,Other,No Formal Education,Employed,Married,No,Yes,Yes,5,Drug Trafficking,16,Poor,Completed Sentence,1.01,Yes,Weak,Moderate,0,High,5,No,No,"675, Kapadia Zila, Anantapuram-575631"
724,Shravya,Bhagat,27,56,Male,Postgraduate,Self-Employed,Married,No,No,Yes,3,Assault,9,Good,Escaped,2.27,No,Weak,Moderate,2,Middle,5,Yes,Yes,"05/499, Warrior, Dharmavaram-021345"
725,Zashil,Hayre,18,19,Male,Higher Secondary,Employed,Divorced,Yes,Yes,Yes,8,Assault,19,Poor,Completed Sentence,4.32,No,Weak,Low,4,Middle,1,Yes,Yes,"01/847, Narasimhan Nagar, Solapur-379094"
726,Madhavi,Vaidya,16,49,Other,Postgraduate,Employed,Single,Yes,No,No,4,Assault,10,Good,Completed Sentence,2.97,No,Strong,High,5,High,3,Yes,Yes,"H.No. 826, Chacko Chowk, Hubli–Dharwad-712311"
727,Gavin,Chowdhury,14,41,Other,No Formal Education,Self-Employed,Divorced,No,No,No,0,Murder,19,Poor,Escaped,5.7,No,Moderate,High,1,High,3,No,Yes,"H.No. 97, Parekh, Ongole-698775"
728,Victor,Apte,23,59,Male,Secondary,Employed,Widowed,No,Yes,Yes,5,Cybercrime,8,Good,Completed Sentence,8.4,No,Moderate,Low,4,Low,5,No,No,"H.No. 968, Gade Path, Rewa 428869"
729,Anamika,Tailor,24,41,Other,Postgraduate,Unemployed,Divorced,No,Yes,No,1,Drug Trafficking,1,Poor,Escaped,3.99,Yes,Weak,High,0,High,1,Yes,Yes,"38/568, Handa Marg, Jalna 978594"
730,Zehaan,Vyas,11,67,Female,Primary,Self-Employed,Single,No,Yes,No,5,Assault,2,Good,Escaped,9.96,No,Strong,Low,0,High,0,No,No,"06/074, Sha Nagar, Dehradun 310559"
731,Kavya,Sinha,12,38,Female,Higher Secondary,Unemployed,Divorced,No,Yes,No,4,Theft,12,Average,Escaped,4.61,Yes,Moderate,Low,3,Low,4,No,No,"681, Mahajan Marg, Unnao 192939"
732,Ladli,Narayan,11,18,Other,No Formal Education,Unemployed,Single,No,Yes,Yes,2,Drug Trafficking,12,Good,Parole,7.81,No,Weak,Low,1,Middle,1,Yes,Yes,"00, Gulati Ganj, Jalna-172572"
733,Joshua,Bal,15,65,Male,Graduate,Self-Employed,Married,Yes,Yes,No,3,Drug Trafficking,12,Good,Escaped,2.88,Yes,Moderate,Low,2,Low,5,No,Yes,"54, Halder Chowk, Bidhannagar 202289"
734,Vansha,Magar,13,41,Female,No Formal Education,Self-Employed,Divorced,Yes,Yes,No,2,Assault,17,Poor,Escaped,2.44,No,Weak,High,2,Low,0,Yes,Yes,"77, Mander Nagar, Adoni-863967"
735,Vedhika,Sarkar,12,30,Male,Primary,Employed,Single,Yes,Yes,No,7,Fraud,19,Good,Escaped,9.71,No,Moderate,Low,5,Low,3,No,Yes,"81/221, Purohit Nagar, Kolkata 903877"
736,Anay,Sodhi,25,41,Other,No Formal Education,Self-Employed,Single,Yes,Yes,Yes,4,Theft,17,Good,Parole,7.69,No,Strong,Moderate,5,Middle,0,No,Yes,"H.No. 94, Basak Chowk, Kakinada-960152"
737,Tanveer,Grover,24,38,Male,Primary,Unemployed,Single,No,Yes,No,1,Fraud,4,Poor,Parole,6.79,No,Moderate,Low,2,High,3,No,No,"808, Puri Chowk, Bijapur-406504"
738,Sara,Lalla,26,64,Female,Secondary,Employed,Divorced,Yes,No,No,7,Assault,7,Poor,Escaped,9.34,No,Strong,Moderate,1,High,3,No,Yes,"37/64, Konda Street, Varanasi-882176"
739,Geetika,Rama,22,35,Other,Graduate,Employed,Married,No,Yes,Yes,0,Murder,11,Average,Parole,4.4,Yes,Weak,Low,2,High,0,No,No,"08/66, Naidu Path, Malda 581003"
740,Nihal,Sekhon,25,37,Male,Secondary,Unemployed,Divorced,Yes,No,Yes,2,Drug Trafficking,13,Average,Parole,2.28,Yes,Moderate,Moderate,5,Low,2,No,Yes,"566, Dube, Vadodara 031489"
741,Anjali,Borah,14,18,Male,Higher Secondary,Self-Employed,Divorced,No,No,No,7,Fraud,4,Good,Parole,5.27,No,Strong,Low,5,Low,1,Yes,Yes,"H.No. 18, Mannan Street, Kolhapur-778234"
